payment_id,trip_id,trip_fare,mode_of_payment
PAY219,TRIP219,637.89,UPI
PAY220,TRIP220,740.47,Card
PAY221,TRIP221,460.41,Card
PAY222,TRIP222,549.14,Card
PAY223,TRIP223,617.93,Wallet
PAY224,TRIP224,821.17,Wallet
PAY225,TRIP225,766.79,Wallet
PAY226,TRIP226,875.93,UPI
PAY227,TRIP227,978.36,Wallet
PAY228,TRIP228,547.82,Wallet
PAY229,TRIP229,67.39,Cash
PAY230,TRIP230,570.84,Wallet
PAY231,TRIP231,516.86,UPI
PAY232,TRIP232,598.81,Cash
PAY233,TRIP233,976.68,UPI
PAY234,TRIP234,429.78,Cash
PAY235,TRIP235,381.47,Wallet
PAY236,TRIP236,190.62,UPI
PAY237,TRIP237,527.87,UPI
PAY238,TRIP238,683.13,Card
PAY239,TRIP239,699.56,UPI
PAY240,TRIP240,902.18,Wallet
PAY241,TRIP241,736.09,UPI
PAY242,TRIP242,130.99,Wallet
PAY243,TRIP243,604.53,Card
PAY244,TRIP244,865.93,Wallet
PAY245,TRIP245,897.95,UPI
PAY246,TRIP246,876.95,UPI
PAY247,TRIP247,975.93,UPI
PAY248,TRIP248,166.79,Cash
PAY249,TRIP249,270.17,Cash
PAY250,TRIP250,517.7,Card
PAY251,TRIP251,704.05,Wallet
PAY252,TRIP252,467.6,Wallet
PAY253,TRIP253,642.39,Wallet
PAY254,TRIP254,455.42,Wallet
PAY255,TRIP255,922.65,Wallet
PAY256,TRIP256,475.04,Wallet
PAY257,TRIP257,188,Card
PAY258,TRIP258,627.49,UPI
PAY259,TRIP259,517.57,UPI
PAY260,TRIP260,359.61,Cash
PAY261,TRIP261,157.71,Cash
PAY262,TRIP262,570.81,Cash
PAY263,TRIP263,514.03,UPI
PAY264,TRIP264,426.8,Card
PAY265,TRIP265,301.23,Cash
PAY266,TRIP266,509.16,Cash
PAY267,TRIP267,473.37,UPI
PAY268,TRIP268,134.24,Card
PAY269,TRIP269,890.46,UPI
PAY270,TRIP270,435.68,Card
PAY271,TRIP271,686.93,Card
PAY272,TRIP272,76.31,Cash
PAY273,TRIP273,962.55,Wallet
PAY274,TRIP274,880.4,UPI
PAY275,TRIP275,676.26,Card
PAY276,TRIP276,190.89,Card
PAY277,TRIP277,712.87,Wallet
PAY278,TRIP278,993.63,Wallet
PAY279,TRIP279,86.78,Cash
PAY280,TRIP280,175.47,UPI
PAY281,TRIP281,687.71,Card
PAY282,TRIP282,440.61,Cash
PAY283,TRIP283,129,UPI
PAY284,TRIP284,705.31,UPI
PAY285,TRIP285,985.88,Cash
PAY286,TRIP286,430.61,Card
PAY287,TRIP287,210.2,Cash
PAY288,TRIP288,434.88,Card
PAY289,TRIP289,631.84,Card
PAY290,TRIP290,447.19,Wallet
PAY291,TRIP291,967.19,Wallet
PAY292,TRIP292,761.69,UPI
PAY293,TRIP293,689.35,Card
PAY294,TRIP294,777.61,UPI
PAY295,TRIP295,339.37,UPI
PAY296,TRIP296,940.97,Wallet
PAY297,TRIP297,739.6,Card
PAY298,TRIP298,936.86,Wallet
PAY299,TRIP299,738.06,Cash
PAY300,TRIP300,653.95,Cash
PAY301,TRIP301,207.93,Cash
PAY302,TRIP302,822.7,Wallet
PAY303,TRIP303,451.38,Card
PAY304,TRIP304,520.19,Wallet
PAY305,TRIP305,907.73,Cash
PAY306,TRIP306,134.47,Wallet
PAY307,TRIP307,330.36,Cash
PAY308,TRIP308,428.7,Wallet
PAY309,TRIP309,249.34,Wallet
PAY310,TRIP310,520.43,Cash
PAY311,TRIP311,340.18,Cash
PAY312,TRIP312,331.41,UPI
PAY313,TRIP313,879.38,Card
PAY314,TRIP314,426.65,Card
PAY315,TRIP315,663.33,UPI
PAY316,TRIP316,678.11,UPI
PAY317,TRIP317,278.46,UPI
PAY318,TRIP318,349.41,Wallet
PAY319,TRIP319,555.64,Wallet
PAY320,TRIP320,101.85,Card
PAY321,TRIP321,907.48,Cash
PAY322,TRIP322,262.3,Cash
PAY323,TRIP323,496.27,UPI
PAY324,TRIP324,358.11,Card
PAY325,TRIP325,564.55,UPI
PAY326,TRIP326,531.31,UPI
PAY327,TRIP327,959.78,Card
PAY328,TRIP328,244.66,Cash
PAY329,TRIP329,568.72,Card
PAY330,TRIP330,864.12,UPI
PAY331,TRIP331,631.27,Cash
PAY332,TRIP332,492.39,Cash
PAY333,TRIP333,818.5,Cash
PAY334,TRIP334,866.18,Wallet
PAY335,TRIP335,814.66,UPI
PAY336,TRIP336,598.98,Cash
PAY337,TRIP337,664.52,UPI
PAY338,TRIP338,774.04,Wallet
PAY339,TRIP339,569.98,Wallet
PAY340,TRIP340,339.85,UPI
PAY341,TRIP341,318.33,Cash
PAY342,TRIP342,500.05,Cash
PAY343,TRIP343,955.78,Card
PAY344,TRIP344,681.49,UPI
PAY345,TRIP345,196.21,Wallet
PAY346,TRIP346,307.78,Card
PAY347,TRIP347,641.62,UPI
PAY348,TRIP348,139.93,Cash
PAY349,TRIP349,227.99,UPI
PAY350,TRIP350,964.9,Card
PAY351,TRIP351,741.15,Card
PAY352,TRIP352,683.53,Cash
PAY353,TRIP353,927.38,Wallet
PAY354,TRIP354,745.16,Wallet
PAY355,TRIP355,882.36,Wallet
PAY356,TRIP356,56.31,Wallet
PAY357,TRIP357,714.87,Cash
PAY358,TRIP358,335.85,Card
PAY359,TRIP359,488.77,Wallet
PAY360,TRIP360,125.65,UPI
PAY361,TRIP361,474.65,UPI
PAY362,TRIP362,450.21,UPI
PAY363,TRIP363,811.85,Wallet
PAY364,TRIP364,544.81,Card
PAY365,TRIP365,181.37,Card
PAY366,TRIP366,816.46,Cash
PAY367,TRIP367,696.1,UPI
PAY368,TRIP368,408.72,Cash
PAY369,TRIP369,297.6,Cash
PAY370,TRIP370,862.13,UPI
PAY371,TRIP371,824.49,Wallet
PAY372,TRIP372,797.48,Cash
PAY373,TRIP373,252.62,Card
PAY374,TRIP374,676,Cash
PAY375,TRIP375,968.13,UPI
PAY376,TRIP376,258.35,Card
PAY377,TRIP377,895.54,UPI
PAY378,TRIP378,234.35,Cash
PAY379,TRIP379,812.41,UPI
PAY380,TRIP380,555.57,Cash
PAY381,TRIP381,848.67,UPI
PAY382,TRIP382,570.8,Wallet
PAY383,TRIP383,484.28,Cash
PAY384,TRIP384,519.78,Wallet
PAY385,TRIP385,974.34,Wallet
PAY386,TRIP386,661.42,Wallet
PAY387,TRIP387,875.17,UPI
PAY388,TRIP388,518.38,Wallet
PAY389,TRIP389,885.27,Cash
PAY390,TRIP390,304.97,UPI
PAY391,TRIP391,756.49,Card
PAY392,TRIP392,193.69,Card
PAY393,TRIP393,388,Wallet
PAY394,TRIP394,431.47,Card
PAY395,TRIP395,68.07,Wallet
PAY396,TRIP396,93.2,Wallet
PAY397,TRIP397,617.8,UPI
PAY398,TRIP398,582.22,Cash
PAY399,TRIP399,828.65,Cash
PAY400,TRIP400,823.13,Card
PAY401,TRIP401,210.71,Wallet
PAY402,TRIP402,944.7,UPI
PAY403,TRIP403,384.34,Card
PAY404,TRIP404,960.56,UPI
PAY405,TRIP405,964.82,Card
PAY406,TRIP406,718.66,Card
PAY407,TRIP407,932.85,Cash
PAY408,TRIP408,533.52,Wallet
PAY409,TRIP409,835.06,Wallet
PAY410,TRIP410,865.65,Card
PAY411,TRIP411,879.45,Wallet
PAY412,TRIP412,146.96,Wallet
PAY413,TRIP413,819.1,UPI
PAY414,TRIP414,661.86,Cash
PAY415,TRIP415,451.17,Cash
PAY416,TRIP416,918.76,Card
PAY417,TRIP417,55.26,Cash
PAY418,TRIP418,268.07,Card
PAY419,TRIP419,953.45,UPI
PAY420,TRIP420,410.34,UPI
PAY421,TRIP421,930.08,Wallet
PAY422,TRIP422,519.72,Wallet
PAY423,TRIP423,140.15,Card
PAY424,TRIP424,543.15,Cash
PAY425,TRIP425,632.37,Wallet
PAY426,TRIP426,847.44,Wallet
PAY427,TRIP427,736.75,Cash
PAY428,TRIP428,429.81,Wallet
PAY429,TRIP429,659.88,Wallet
PAY430,TRIP430,502.73,Wallet
PAY431,TRIP431,730.2,Wallet
PAY432,TRIP432,640.53,Cash
PAY433,TRIP433,594.67,Cash
PAY434,TRIP434,775.17,UPI
PAY435,TRIP435,901.63,UPI
PAY436,TRIP436,431.8,Cash
PAY437,TRIP437,930.79,Wallet
PAY438,TRIP438,331.81,Wallet
PAY439,TRIP439,197.99,Cash
PAY440,TRIP440,262.01,Wallet
PAY441,TRIP441,891.4,Cash
PAY442,TRIP442,684.44,Card
PAY443,TRIP443,931.61,Wallet
PAY444,TRIP444,692.03,Card
PAY445,TRIP445,819.45,Card
PAY446,TRIP446,52.6,Cash
PAY447,TRIP447,541.01,Cash
PAY448,TRIP448,555.47,Cash
PAY449,TRIP449,912.88,Wallet
PAY450,TRIP450,135.72,UPI
PAY451,TRIP451,310.86,Wallet
PAY452,TRIP452,295.81,UPI
PAY453,TRIP453,172.61,Card
PAY454,TRIP454,795.26,Card
PAY455,TRIP455,703.96,Card
PAY456,TRIP456,773.18,Cash
PAY457,TRIP457,108.39,UPI
PAY458,TRIP458,719.52,UPI
PAY459,TRIP459,235.99,Cash
PAY460,TRIP460,727.89,UPI
PAY461,TRIP461,530.4,Wallet
PAY462,TRIP462,145.09,Card
PAY463,TRIP463,290.2,Card
PAY464,TRIP464,768.51,UPI
PAY465,TRIP465,210.86,Wallet
PAY466,TRIP466,671.94,UPI
PAY467,TRIP467,487.23,UPI
PAY468,TRIP468,66.57,Wallet
PAY469,TRIP469,549.55,Card
PAY470,TRIP470,204.96,Card
PAY471,TRIP471,76.37,Wallet
PAY472,TRIP472,237.82,UPI
PAY473,TRIP473,961.23,UPI
PAY474,TRIP474,721.4,Card
PAY475,TRIP475,165.15,UPI
PAY476,TRIP476,253.78,Wallet
PAY477,TRIP477,304.98,Wallet
PAY478,TRIP478,742.05,Cash
PAY479,TRIP479,596.06,Cash
PAY480,TRIP480,467.85,Cash
PAY481,TRIP481,794.33,Cash
PAY482,TRIP482,670.07,Wallet
PAY483,TRIP483,284.97,UPI
PAY484,TRIP484,282.41,Card
PAY485,TRIP485,580.34,Cash
PAY486,TRIP486,749.02,Cash
PAY487,TRIP487,173.65,Wallet
PAY488,TRIP488,699.93,Cash
PAY489,TRIP489,305.39,Wallet
PAY490,TRIP490,676.01,Cash
PAY491,TRIP491,580.41,UPI
PAY492,TRIP492,369.88,Wallet
PAY493,TRIP493,253.45,Cash
PAY494,TRIP494,454.73,UPI
PAY495,TRIP495,801.38,UPI
PAY496,TRIP496,334.24,UPI
PAY497,TRIP497,482.5,Wallet
PAY498,TRIP498,897.19,Cash
PAY499,TRIP499,925.39,UPI
PAY500,TRIP500,531.37,Wallet
PAY501,TRIP501,257.35,Card
PAY502,TRIP502,499.86,Card
PAY503,TRIP503,747.48,UPI
PAY504,TRIP504,792.59,Wallet
PAY505,TRIP505,782.02,Card
PAY506,TRIP506,296.11,Cash
PAY507,TRIP507,906.99,Wallet
PAY508,TRIP508,491.37,UPI
PAY509,TRIP509,318.09,Cash
PAY510,TRIP510,970.03,UPI
PAY511,TRIP511,868.33,Wallet
PAY512,TRIP512,430.42,Card
PAY513,TRIP513,127.32,Cash
PAY514,TRIP514,256.74,Card
PAY515,TRIP515,494.13,Card
PAY516,TRIP516,455.96,UPI
PAY517,TRIP517,326.13,Card
PAY518,TRIP518,74.66,Cash
PAY519,TRIP519,95.32,Wallet
PAY520,TRIP520,708.09,UPI
PAY521,TRIP521,638.13,Card
PAY522,TRIP522,420.35,UPI
PAY523,TRIP523,999.72,Wallet
PAY524,TRIP524,878.05,Cash
PAY525,TRIP525,630.52,Cash
PAY526,TRIP526,218.92,Cash
PAY527,TRIP527,129.13,Card
PAY528,TRIP528,397.79,Card
PAY529,TRIP529,385.48,Wallet
PAY530,TRIP530,199.54,Card
PAY531,TRIP531,914.66,UPI
PAY532,TRIP532,127.83,UPI
PAY533,TRIP533,310.66,Card
PAY534,TRIP534,320.49,Card
PAY535,TRIP535,879.89,UPI
PAY536,TRIP536,527.28,Card
PAY537,TRIP537,853.84,Card
PAY538,TRIP538,188.38,Card
PAY539,TRIP539,551.78,UPI
PAY540,TRIP540,387.26,Wallet
PAY541,TRIP541,829.07,Card
PAY542,TRIP542,202.79,Cash
PAY543,TRIP543,934.56,Card
PAY544,TRIP544,366.06,Card
PAY545,TRIP545,801,Wallet
PAY546,TRIP546,442.92,Wallet
PAY547,TRIP547,352.91,Cash
PAY548,TRIP548,986.11,Wallet
PAY549,TRIP549,581.6,UPI
PAY550,TRIP550,642.04,Card
PAY551,TRIP551,737.85,Wallet
PAY552,TRIP552,254.72,Wallet
PAY553,TRIP553,251.04,Wallet
PAY554,TRIP554,762.47,Card
PAY555,TRIP555,861.58,UPI
PAY556,TRIP556,574.67,Wallet
PAY557,TRIP557,722.86,Card
PAY558,TRIP558,326.64,Wallet
PAY559,TRIP559,225.35,Card
PAY560,TRIP560,167.53,Card
PAY561,TRIP561,367.49,UPI
PAY562,TRIP562,600.83,UPI
PAY563,TRIP563,199.45,UPI
PAY564,TRIP564,910.25,Cash
PAY565,TRIP565,182.6,Card
PAY566,TRIP566,826.01,UPI
PAY567,TRIP567,597.88,Cash
PAY568,TRIP568,520.06,Cash
PAY569,TRIP569,728.52,Cash
PAY570,TRIP570,932.69,Cash
PAY571,TRIP571,786.02,Card
PAY572,TRIP572,424.36,UPI
PAY573,TRIP573,799.6,Cash
PAY574,TRIP574,244.85,Wallet
PAY575,TRIP575,613.9,Card
PAY576,TRIP576,732.82,Cash
PAY577,TRIP577,81.52,UPI
PAY578,TRIP578,53.21,UPI
PAY579,TRIP579,150.1,Cash
PAY580,TRIP580,729.82,Card
PAY581,TRIP581,473.76,UPI
PAY582,TRIP582,529.56,Cash
PAY583,TRIP583,230.88,Wallet
PAY584,TRIP584,383.44,UPI
PAY585,TRIP585,760.25,UPI
PAY586,TRIP586,552.79,Card
PAY587,TRIP587,144.51,Card
PAY588,TRIP588,322.55,Wallet
PAY589,TRIP589,512.75,Cash
PAY590,TRIP590,242.15,Wallet
PAY591,TRIP591,915.72,Cash
PAY592,TRIP592,406.41,Card
PAY593,TRIP593,346.43,Wallet
PAY594,TRIP594,944.37,Cash
PAY595,TRIP595,460.79,Wallet
PAY596,TRIP596,985.71,UPI
PAY597,TRIP597,163.62,Cash
PAY598,TRIP598,125.6,Cash
PAY599,TRIP599,916.66,Cash
PAY600,TRIP600,68.85,UPI
PAY601,TRIP601,474.37,Wallet
PAY602,TRIP602,260.51,UPI
PAY603,TRIP603,748.39,Cash
PAY604,TRIP604,52.42,Wallet
PAY605,TRIP605,917.67,Card
PAY606,TRIP606,83.18,Wallet
PAY607,TRIP607,270.78,Card
PAY608,TRIP608,558.34,Card
PAY609,TRIP609,74.15,Wallet
PAY610,TRIP610,159,Wallet
PAY611,TRIP611,465.99,Wallet
PAY612,TRIP612,422.34,Card
PAY613,TRIP613,911.86,Card
PAY614,TRIP614,414.28,Card
PAY615,TRIP615,484.38,Card
PAY616,TRIP616,698.33,Wallet
PAY617,TRIP617,490.48,Card
PAY618,TRIP618,422.05,Cash
PAY619,TRIP619,627.17,Card
PAY620,TRIP620,378.08,Cash
PAY621,TRIP621,745.2,Card
PAY622,TRIP622,905.01,Cash
PAY623,TRIP623,53.24,Cash
PAY624,TRIP624,413.69,UPI
PAY625,TRIP625,629.07,Cash
PAY626,TRIP626,780.18,Card
PAY627,TRIP627,761.32,Card
PAY628,TRIP628,443.69,Card
PAY629,TRIP629,747.29,UPI
PAY630,TRIP630,742.13,Wallet
PAY631,TRIP631,565.49,Card
PAY632,TRIP632,518.4,UPI
PAY633,TRIP633,710.04,Card
PAY634,TRIP634,108.37,Cash
PAY635,TRIP635,103.94,Cash
PAY636,TRIP636,490.92,Card
PAY637,TRIP637,880.28,Card
PAY638,TRIP638,439.91,UPI
PAY639,TRIP639,138.56,UPI
PAY640,TRIP640,788.83,Card
PAY641,TRIP641,507.47,UPI
PAY642,TRIP642,377.91,Card
PAY643,TRIP643,597.28,Cash
PAY644,TRIP644,568.36,UPI
PAY645,TRIP645,876.86,Cash
PAY646,TRIP646,946.81,UPI
PAY647,TRIP647,94.13,Wallet
PAY648,TRIP648,835.76,UPI
PAY649,TRIP649,987.1,UPI
PAY650,TRIP650,175.73,UPI
PAY651,TRIP651,429.3,Wallet
PAY652,TRIP652,572.25,Cash
PAY653,TRIP653,185.48,UPI
PAY654,TRIP654,626.53,Cash
PAY655,TRIP655,470.07,UPI
PAY656,TRIP656,930.72,UPI
PAY657,TRIP657,205.36,UPI
PAY658,TRIP658,919.58,Wallet
PAY659,TRIP659,594.76,UPI
PAY660,TRIP660,320.12,Wallet
PAY661,TRIP661,620.06,UPI
PAY662,TRIP662,62.55,Cash
PAY663,TRIP663,66.55,Card
PAY664,TRIP664,196.3,Cash
PAY665,TRIP665,841.59,Card
PAY666,TRIP666,344.46,Card
PAY667,TRIP667,580.35,Wallet
PAY668,TRIP668,491.88,UPI
PAY669,TRIP669,550.09,Card
PAY670,TRIP670,279.58,UPI
PAY671,TRIP671,671.1,Wallet
PAY672,TRIP672,687.04,UPI
PAY673,TRIP673,82.13,Wallet
PAY674,TRIP674,115.32,Card
PAY675,TRIP675,146.23,Card
PAY676,TRIP676,279.57,Cash
PAY677,TRIP677,991.69,Card
PAY678,TRIP678,281.75,Wallet
PAY679,TRIP679,207.58,Wallet
PAY680,TRIP680,65.08,UPI
PAY681,TRIP681,667.95,UPI
PAY682,TRIP682,158.18,Card
PAY683,TRIP683,175.18,Wallet
PAY684,TRIP684,689.57,Cash
PAY685,TRIP685,85.88,Wallet
PAY686,TRIP686,598.16,UPI
PAY687,TRIP687,570.01,Wallet
PAY688,TRIP688,970.86,Wallet
PAY689,TRIP689,383.57,Cash
PAY690,TRIP690,614.23,Card
PAY691,TRIP691,444.31,Wallet
PAY692,TRIP692,670.18,UPI
PAY693,TRIP693,331.42,Wallet
PAY694,TRIP694,171.91,UPI
PAY695,TRIP695,168.48,Card
PAY696,TRIP696,582.11,Cash
PAY697,TRIP697,495.59,Card
PAY698,TRIP698,337.79,Wallet
PAY699,TRIP699,324.38,UPI
PAY700,TRIP700,986.76,Cash
PAY701,TRIP701,432.23,Wallet
PAY702,TRIP702,929.92,Card
PAY703,TRIP703,639.99,Cash
PAY704,TRIP704,662.82,Card
PAY705,TRIP705,123.56,Card
PAY706,TRIP706,480.99,Cash
PAY707,TRIP707,364.06,UPI
PAY708,TRIP708,798.49,Card
PAY709,TRIP709,997.54,UPI
PAY710,TRIP710,398.56,UPI
PAY711,TRIP711,125.28,Card
PAY712,TRIP712,901.71,UPI
PAY713,TRIP713,748.29,Cash
PAY714,TRIP714,923.71,Wallet
PAY715,TRIP715,688.41,Card
PAY716,TRIP716,795.28,Wallet
PAY717,TRIP717,384.3,UPI
PAY718,TRIP718,845.46,Cash
PAY719,TRIP719,391.05,Card
PAY720,TRIP720,831.28,Card
PAY721,TRIP721,791.01,UPI
PAY722,TRIP722,442.35,Cash
PAY723,TRIP723,460.03,Card
PAY724,TRIP724,917.36,UPI
PAY725,TRIP725,534.6,Wallet
PAY726,TRIP726,878.38,Cash
PAY727,TRIP727,64.24,Card
PAY728,TRIP728,493.48,Card
PAY729,TRIP729,718.46,Card
PAY730,TRIP730,584.27,Cash
PAY731,TRIP731,982.24,Wallet
PAY732,TRIP732,726.32,Card
PAY733,TRIP733,125.25,UPI
PAY734,TRIP734,646.67,Card
PAY735,TRIP735,811.31,Card
